order_id,payment_sequential,payment_type,payment_installments,payment_value
f75666bf6c9e09f6b3f4bcd797b57a3c,1,credit_card,4,97.28
5e5d1342989d05440629e2162fa52d07,1,credit_card,1,48.61
14d9794bbb53614d12cc2df6a045f82b,1,boleto,1,116.7
a8c012ba7d95bd2d15f666681f19c146,1,credit_card,1,41.42
31f8013402a0749b3ab433b1aee11754,1,boleto,1,42.19
4f99d1a7b0d2308edf45baa6997ac961,1,credit_card,6,125.53
ca8f94a99a8120c559e416275a535066,1,credit_card,5,92.76
9bdcb4559b75d21a22fcd868d9e5dfec,1,credit_card,8,348.02
96cc8c42014ddb42a775da9a45ae3f76,1,credit_card,2,203.3
87f003dca70d4d22518366caf041e845,1,credit_card,3,44.35
